State,Region Type,ASGS 2011,Frequency,Selected Medians and Averages,Time,Value,Flags
"New South Wales","Statistical Area Level 3","Albury","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Albury","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Albury","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Lower Murray","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Lower Murray","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Lower Murray","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Upper Murray exc. Albury","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Upper Murray exc. Albury","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Upper Murray exc. Albury","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Armidale","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Armidale","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Armidale","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Inverell - Tenterfield","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Inverell - Tenterfield","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Inverell - Tenterfield","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Moree - Narrabri","Annual","Average household size","2001",2.7,
"New South Wales","Statistical Area Level 3","Moree - Narrabri","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Moree - Narrabri","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Tamworth - Gunnedah","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Tamworth - Gunnedah","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Tamworth - Gunnedah","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Lake Macquarie - East","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Lake Macquarie - East","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Lake Macquarie - East","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Lake Macquarie - West","Annual","Average household size","2001",2.7,
"New South Wales","Statistical Area Level 3","Lake Macquarie - West","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Lake Macquarie - West","Annual","Average household size","2011",2.6,
"New South Wales","Statistical Area Level 3","Newcastle","Annual","Average household size","2001",2.3,
"New South Wales","Statistical Area Level 3","Newcastle","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Newcastle","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Richmond Valley - Coastal","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","Richmond Valley - Coastal","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Richmond Valley - Coastal","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Richmond Valley - Hinterland","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Richmond Valley - Hinterland","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Richmond Valley - Hinterland","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Tweed Valley","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","Tweed Valley","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Tweed Valley","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Griffith - Murrumbidgee (West)","Annual","Average household size","2001",2.7,
"New South Wales","Statistical Area Level 3","Griffith - Murrumbidgee (West)","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Griffith - Murrumbidgee (West)","Annual","Average household size","2011",2.6,
"New South Wales","Statistical Area Level 3","Tumut - Tumbarumba","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Tumut - Tumbarumba","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Tumut - Tumbarumba","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Wagga Wagga","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Wagga Wagga","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Wagga Wagga","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Shoalhaven","Annual","Average household size","2001",2.5,
"New South Wales","Statistical Area Level 3","Shoalhaven","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Shoalhaven","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Southern Highlands","Annual","Average household size","2001",2.6,
"New South Wales","Statistical Area Level 3","Southern Highlands","Annual","Average household size","2006",2.5,
"New South Wales","Statistical Area Level 3","Southern Highlands","Annual","Average household size","2011",2.5,
"New South Wales","Statistical Area Level 3","Baulkham Hills","Annual","Average household size","2001",3.2,
"New South Wales","Statistical Area Level 3","Baulkham Hills","Annual","Average household size","2006",3.1,
"New South Wales","Statistical Area Level 3","Baulkham Hills","Annual","Average household size","2011",3.1,
"New South Wales","Statistical Area Level 3","Dural - Wisemans Ferry","Annual","Average household size","2001",3.1,
"New South Wales","Statistical Area Level 3","Dural - Wisemans Ferry","Annual","Average household size","2006",3.1,
"New South Wales","Statistical Area Level 3","Dural - Wisemans Ferry","Annual","Average household size","2011",3,
"New South Wales","Statistical Area Level 3","Hawkesbury","Annual","Average household size","2001",3,
"New South Wales","Statistical Area Level 3","Hawkesbury","Annual","Average household size","2006",3,
"New South Wales","Statistical Area Level 3","Hawkesbury","Annual","Average household size","2011",3,
"New South Wales","Statistical Area Level 3","Rouse Hill - McGraths Hill","Annual","Average household size","2001",3.2,
"New South Wales","Statistical Area Level 3","Rouse Hill - McGraths Hill","Annual","Average household size","2006",3.3,
"New South Wales","Statistical Area Level 3","Rouse Hill - McGraths Hill","Annual","Average household size","2011",3.3,
"New South Wales","Statistical Area Level 3","Blacktown","Annual","Average household size","2001",2.9,
"New South Wales","Statistical Area Level 3","Blacktown","Annual","Average household size","2006",2.9,
"New South Wales","Statistical Area Level 3","Blacktown","Annual","Average household size","2011",2.9,
"New South Wales","Statistical Area Level 3","Blacktown - North","Annual","Average household size","2001",3.1,
"New South Wales","Statistical Area Level 3","Blacktown - North","Annual","Average household size","2006",3.1,
"New South Wales","Statistical Area Level 3","Blacktown - North","Annual","Average household size","2011",3.2,
"New South Wales","Statistical Area Level 3","Mount Druitt","Annual","Average household size","2001",3.3,
"New South Wales","Statistical Area Level 3","Mount Druitt","Annual","Average household size","2006",3.2,
"New South Wales","Statistical Area Level 3","Mount Druitt","Annual","Average household size","2011",3.2,
"New South Wales","Statistical Area Level 3","Botany","Annual","Average household size","2001",2.7,
"New South Wales","Statistical Area Level 3","Botany","Annual","Average household size","2006",2.6,
"New South Wales","Statistical Area Level 3","Botany","Annual","Average household size","2011",2.6,
"New South Wales","Statistical Area Level 3","Marrickville - Sydenham - Petersham","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","Marrickville - Sydenham - Petersham","Annual","Average household size","2006",2.4,
"New South Wales","Statistical Area Level 3","Marrickville - Sydenham - Petersham","Annual","Average household size","2011",2.4,
"New South Wales","Statistical Area Level 3","Sydney Inner City","Annual","Average household size","2001",1.9,
"New South Wales","Statistical Area Level 3","Sydney Inner City","Annual","Average household size","2006",1.9,
"New South Wales","Statistical Area Level 3","Sydney Inner City","Annual","Average household size","2011",2,
"New South Wales","Statistical Area Level 3","Eastern Suburbs - North","Annual","Average household size","2001",2.2,
"New South Wales","Statistical Area Level 3","Eastern Suburbs - North","Annual","Average household size","2006",2.2,
"New South Wales","Statistical Area Level 3","Eastern Suburbs - North","Annual","Average household size","2011",2.3,
"New South Wales","Statistical Area Level 3","Eastern Suburbs - South","Annual","Average household size","2001",2.4,
"New South Wales","Statistical Area Level 3","Eastern Suburbs - South","Annual","Average household size","2006",2.4,
